,index,country,total_case,total_recovered,total_death,daily_cases,daily_recovered,daily_death,existing_case
480,2020-03-22,Angola,2,0,0,0,0,0,2
481,2020-03-23,Angola,3,0,0,-1,0,0,3
482,2020-03-24,Angola,3,0,0,0,0,0,3
483,2020-03-25,Angola,3,0,0,0,0,0,3
484,2020-03-26,Angola,4,0,0,-1,0,0,4
485,2020-03-27,Angola,4,0,0,0,0,0,4
486,2020-03-28,Angola,5,0,0,-1,0,0,5
487,2020-03-29,Angola,7,0,2,-2,0,-2,5
488,2020-03-30,Angola,7,0,2,0,0,0,5
489,2020-03-31,Angola,7,1,2,0,-1,0,4
490,2020-04-01,Angola,8,1,2,-1,0,0,5
491,2020-04-02,Angola,8,1,2,0,0,0,5
492,2020-04-03,Angola,8,1,2,0,0,0,5
493,2020-04-04,Angola,10,2,2,-2,-1,0,6
494,2020-04-05,Angola,14,2,2,-4,0,0,10
495,2020-04-06,Angola,16,2,2,-2,0,0,12
496,2020-04-07,Angola,17,2,2,-1,0,0,13
497,2020-04-08,Angola,19,2,2,-2,0,0,15
498,2020-04-09,Angola,19,2,2,0,0,0,15
499,2020-04-10,Angola,19,2,2,0,0,0,15
500,2020-04-11,Angola,19,4,2,0,-2,0,13
501,2020-04-12,Angola,19,4,2,0,0,0,13
502,2020-04-13,Angola,19,4,2,0,0,0,13
503,2020-04-14,Angola,19,5,2,0,-1,0,12
504,2020-04-15,Angola,19,5,2,0,0,0,12
505,2020-04-16,Angola,19,5,2,0,0,0,12
506,2020-04-17,Angola,19,5,2,0,0,0,12
507,2020-04-18,Angola,24,6,2,-5,-1,0,16
508,2020-04-19,Angola,24,6,2,0,0,0,16
509,2020-04-20,Angola,24,6,2,0,0,0,16
510,2020-04-21,Angola,24,6,2,0,0,0,16
511,2020-04-22,Angola,25,6,2,-1,0,0,17
512,2020-04-23,Angola,25,6,2,0,0,0,17
513,2020-04-24,Angola,25,6,2,0,0,0,17
514,2020-04-25,Angola,25,6,2,0,0,0,17
515,2020-04-26,Angola,26,6,2,-1,0,0,18
516,2020-04-27,Angola,27,6,2,-1,0,0,19
517,2020-04-28,Angola,27,6,2,0,0,0,19
518,2020-04-29,Angola,27,7,2,0,-1,0,18
519,2020-04-30,Angola,27,7,2,0,0,0,18
520,2020-05-01,Angola,30,11,2,-3,-4,0,17
521,2020-05-02,Angola,35,11,2,-5,0,0,22
522,2020-05-03,Angola,35,11,2,0,0,0,22
523,2020-05-04,Angola,35,11,2,0,0,0,22
524,2020-05-05,Angola,36,11,2,-1,0,0,23
526,2020-01-23,Antigua and Barbuda,0,0,0,0,0,0,0
527,2020-01-24,Antigua and Barbuda,0,0,0,0,0,0,0
528,2020-01-25,Antigua and Barbuda,0,0,0,0,0,0,0
529,2020-01-26,Antigua and Barbuda,0,0,0,0,0,0,0
530,2020-01-27,Antigua and Barbuda,0,0,0,0,0,0,0
531,2020-01-28,Antigua and Barbuda,0,0,0,0,0,0,0
532,2020-01-29,Antigua and Barbuda,0,0,0,0,0,0,0
533,2020-01-30,Antigua and Barbuda,0,0,0,0,0,0,0
534,2020-01-31,Antigua and Barbuda,0,0,0,0,0,0,0
535,2020-02-01,Antigua and Barbuda,0,0,0,0,0,0,0
536,2020-02-02,Antigua and Barbuda,0,0,0,0,0,0,0
537,2020-02-03,Antigua and Barbuda,0,0,0,0,0,0,0
538,2020-02-04,Antigua and Barbuda,0,0,0,0,0,0,0
539,2020-02-05,Antigua and Barbuda,0,0,0,0,0,0,0
540,2020-02-06,Antigua and Barbuda,0,0,0,0,0,0,0
541,2020-02-07,Antigua and Barbuda,0,0,0,0,0,0,0
542,2020-02-08,Antigua and Barbuda,0,0,0,0,0,0,0
543,2020-02-09,Antigua and Barbuda,0,0,0,0,0,0,0
544,2020-02-10,Antigua and Barbuda,0,0,0,0,0,0,0
545,2020-02-11,Antigua and Barbuda,0,0,0,0,0,0,0
546,2020-02-12,Antigua and Barbuda,0,0,0,0,0,0,0
547,2020-02-13,Antigua and Barbuda,0,0,0,0,0,0,0
548,2020-02-14,Antigua and Barbuda,0,0,0,0,0,0,0
549,2020-02-15,Antigua and Barbuda,0,0,0,0,0,0,0
550,2020-02-16,Antigua and Barbuda,0,0,0,0,0,0,0
551,2020-02-17,Antigua and Barbuda,0,0,0,0,0,0,0
552,2020-02-18,Antigua and Barbuda,0,0,0,0,0,0,0
553,2020-02-19,Antigua and Barbuda,0,0,0,0,0,0,0
554,2020-02-20,Antigua and Barbuda,0,0,0,0,0,0,0
555,2020-02-21,Antigua and Barbuda,0,0,0,0,0,0,0
556,2020-02-22,Antigua and Barbuda,0,0,0,0,0,0,0
557,2020-02-23,Antigua and Barbuda,0,0,0,0,0,0,0
558,2020-02-24,Antigua and Barbuda,0,0,0,0,0,0,0
559,2020-02-25,Antigua and Barbuda,0,0,0,0,0,0,0
560,2020-02-26,Antigua and Barbuda,0,0,0,0,0,0,0
561,2020-02-27,Antigua and Barbuda,0,0,0,0,0,0,0
562,2020-02-28,Antigua and Barbuda,0,0,0,0,0,0,0
563,2020-02-29,Antigua and Barbuda,0,0,0,0,0,0,0
564,2020-03-01,Antigua and Barbuda,0,0,0,0,0,0,0
565,2020-03-02,Antigua and Barbuda,0,0,0,0,0,0,0
566,2020-03-03,Antigua and Barbuda,0,0,0,0,0,0,0
567,2020-03-04,Antigua and Barbuda,0,0,0,0,0,0,0
568,2020-03-05,Antigua and Barbuda,0,0,0,0,0,0,0
569,2020-03-06,Antigua and Barbuda,0,0,0,0,0,0,0
570,2020-03-07,Antigua and Barbuda,0,0,0,0,0,0,0
571,2020-03-08,Antigua and Barbuda,0,0,0,0,0,0,0
572,2020-03-09,Antigua and Barbuda,0,0,0,0,0,0,0
573,2020-03-10,Antigua and Barbuda,0,0,0,0,0,0,0
574,2020-03-11,Antigua and Barbuda,0,0,0,0,0,0,0
575,2020-03-12,Antigua and Barbuda,0,0,0,0,0,0,0
576,2020-03-13,Antigua and Barbuda,1,0,0,-1,0,0,1
577,2020-03-14,Antigua and Barbuda,1,0,0,0,0,0,1
578,2020-03-15,Antigua and Barbuda,1,0,0,0,0,0,1
579,2020-03-16,Antigua and Barbuda,1,0,0,0,0,0,1
580,2020-03-17,Antigua and Barbuda,1,0,0,0,0,0,1
581,2020-03-18,Antigua and Barbuda,1,0,0,0,0,0,1
582,2020-03-19,Antigua and Barbuda,1,0,0,0,0,0,1
583,2020-03-20,Antigua and Barbuda,1,0,0,0,0,0,1
584,2020-03-21,Antigua and Barbuda,1,0,0,0,0,0,1
585,2020-03-22,Antigua and Barbuda,1,0,0,0,0,0,1
586,2020-03-23,Antigua and Barbuda,3,0,0,-2,0,0,3
587,2020-03-24,Antigua and Barbuda,3,0,0,0,0,0,3
588,2020-03-25,Antigua and Barbuda,3,0,0,0,0,0,3
589,2020-03-26,Antigua and Barbuda,7,0,0,-4,0,0,7
590,2020-03-27,Antigua and Barbuda,7,0,0,0,0,0,7
591,2020-03-28,Antigua and Barbuda,7,0,0,0,0,0,7
592,2020-03-29,Antigua and Barbuda,7,0,0,0,0,0,7
593,2020-03-30,Antigua and Barbuda,7,0,0,0,0,0,7
594,2020-03-31,Antigua and Barbuda,7,0,0,0,0,0,7
595,2020-04-01,Antigua and Barbuda,7,0,0,0,0,0,7
596,2020-04-02,Antigua and Barbuda,9,0,0,-2,0,0,9
597,2020-04-03,Antigua and Barbuda,15,0,0,-6,0,0,15
598,2020-04-04,Antigua and Barbuda,15,0,0,0,0,0,15
599,2020-04-05,Antigua and Barbuda,15,0,0,0,0,0,15
600,2020-04-06,Antigua and Barbuda,15,0,0,0,0,0,15
601,2020-04-07,Antigua and Barbuda,19,0,1,-4,0,-1,18
602,2020-04-08,Antigua and Barbuda,19,0,2,0,0,-1,17
603,2020-04-09,Antigua and Barbuda,19,0,2,0,0,0,17
604,2020-04-10,Antigua and Barbuda,19,0,2,0,0,0,17
605,2020-04-11,Antigua and Barbuda,21,0,2,-2,0,0,19
606,2020-04-12,Antigua and Barbuda,21,0,2,0,0,0,19
607,2020-04-13,Antigua and Barbuda,23,0,2,-2,0,0,21
608,2020-04-14,Antigua and Barbuda,23,3,2,0,-3,0,18
609,2020-04-15,Antigua and Barbuda,23,3,2,0,0,0,18
610,2020-04-16,Antigua and Barbuda,23,3,3,0,0,-1,17
611,2020-04-17,Antigua and Barbuda,23,3,3,0,0,0,17
612,2020-04-18,Antigua and Barbuda,23,3,3,0,0,0,17
613,2020-04-19,Antigua and Barbuda,23,3,3,0,0,0,17
614,2020-04-20,Antigua and Barbuda,23,3,3,0,0,0,17
615,2020-04-21,Antigua and Barbuda,23,7,3,0,-4,0,13
616,2020-04-22,Antigua and Barbuda,24,10,3,-1,-3,0,11
617,2020-04-23,Antigua and Barbuda,24,10,3,0,0,0,11
618,2020-04-24,Antigua and Barbuda,24,11,3,0,-1,0,10
619,2020-04-25,Antigua and Barbuda,24,11,3,0,0,0,10
620,2020-04-26,Antigua and Barbuda,24,11,3,0,0,0,10
621,2020-04-27,Antigua and Barbuda,24,11,3,0,0,0,10
622,2020-04-28,Antigua and Barbuda,24,11,3,0,0,0,10
623,2020-04-29,Antigua and Barbuda,24,11,3,0,0,0,10
624,2020-04-30,Antigua and Barbuda,24,11,3,0,0,0,10
625,2020-05-01,Antigua and Barbuda,25,15,3,-1,-4,0,7
626,2020-05-02,Antigua and Barbuda,25,15,3,0,0,0,7
627,2020-05-03,Antigua and Barbuda,25,15,3,0,0,0,7
628,2020-05-04,Antigua and Barbuda,25,15,3,0,0,0,7
629,2020-05-05,Antigua and Barbuda,25,16,3,0,-1,0,6
631,2020-01-23,Argentina,0,0,0,0,0,0,0
632,2020-01-24,Argentina,0,0,0,0,0,0,0
633,2020-01-25,Argentina,0,0,0,0,0,0,0
634,2020-01-26,Argentina,0,0,0,0,0,0,0
635,2020-01-27,Argentina,0,0,0,0,0,0,0
636,2020-01-28,Argentina,0,0,0,0,0,0,0
637,2020-01-29,Argentina,0,0,0,0,0,0,0
638,2020-01-30,Argentina,0,0,0,0,0,0,0
639,2020-01-31,Argentina,0,0,0,0,0,0,0
640,2020-02-01,Argentina,0,0,0,0,0,0,0
641,2020-02-02,Argentina,0,0,0,0,0,0,0
642,2020-02-03,Argentina,0,0,0,0,0,0,0
643,2020-02-04,Argentina,0,0,0,0,0,0,0
644,2020-02-05,Argentina,0,0,0,0,0,0,0
645,2020-02-06,Argentina,0,0,0,0,0,0,0
646,2020-02-07,Argentina,0,0,0,0,0,0,0
647,2020-02-08,Argentina,0,0,0,0,0,0,0
648,2020-02-09,Argentina,0,0,0,0,0,0,0
649,2020-02-10,Argentina,0,0,0,0,0,0,0
650,2020-02-11,Argentina,0,0,0,0,0,0,0
651,2020-02-12,Argentina,0,0,0,0,0,0,0
652,2020-02-13,Argentina,0,0,0,0,0,0,0
653,2020-02-14,Argentina,0,0,0,0,0,0,0
654,2020-02-15,Argentina,0,0,0,0,0,0,0
655,2020-02-16,Argentina,0,0,0,0,0,0,0
656,2020-02-17,Argentina,0,0,0,0,0,0,0
657,2020-02-18,Argentina,0,0,0,0,0,0,0
658,2020-02-19,Argentina,0,0,0,0,0,0,0
659,2020-02-20,Argentina,0,0,0,0,0,0,0
660,2020-02-21,Argentina,0,0,0,0,0,0,0
661,2020-02-22,Argentina,0,0,0,0,0,0,0
662,2020-02-23,Argentina,0,0,0,0,0,0,0
663,2020-02-24,Argentina,0,0,0,0,0,0,0
664,2020-02-25,Argentina,0,0,0,0,0,0,0
665,2020-02-26,Argentina,0,0,0,0,0,0,0
666,2020-02-27,Argentina,0,0,0,0,0,0,0
667,2020-02-28,Argentina,0,0,0,0,0,0,0
668,2020-02-29,Argentina,0,0,0,0,0,0,0
669,2020-03-01,Argentina,0,0,0,0,0,0,0
670,2020-03-02,Argentina,0,0,0,0,0,0,0
671,2020-03-03,Argentina,1,0,0,-1,0,0,1
672,2020-03-04,Argentina,1,0,0,0,0,0,1
673,2020-03-05,Argentina,1,0,0,0,0,0,1
674,2020-03-06,Argentina,2,0,0,-1,0,0,2
675,2020-03-07,Argentina,8,0,0,-6,0,0,8
676,2020-03-08,Argentina,12,0,1,-4,0,-1,11
677,2020-03-09,Argentina,12,0,1,0,0,0,11
678,2020-03-10,Argentina,17,0,1,-5,0,0,16
679,2020-03-11,Argentina,19,0,1,-2,0,0,18
680,2020-03-12,Argentina,19,0,1,0,0,0,18
681,2020-03-13,Argentina,31,0,2,-12,0,-1,29
682,2020-03-14,Argentina,34,1,2,-3,-1,0,31
683,2020-03-15,Argentina,45,1,2,-11,0,0,42
684,2020-03-16,Argentina,56,1,2,-11,0,0,53
685,2020-03-17,Argentina,68,3,2,-12,-2,0,63
686,2020-03-18,Argentina,79,3,2,-11,0,0,74
687,2020-03-19,Argentina,97,3,3,-18,0,-1,91
688,2020-03-20,Argentina,128,3,3,-31,0,0,122
689,2020-03-21,Argentina,158,3,4,-30,0,-1,151
690,2020-03-22,Argentina,266,3,4,-108,0,0,259
691,2020-03-23,Argentina,301,3,4,-35,0,0,294
692,2020-03-24,Argentina,387,52,6,-86,-49,-2,329
693,2020-03-25,Argentina,387,52,8,0,0,-2,327
694,2020-03-26,Argentina,502,63,9,-115,-11,-1,430
695,2020-03-27,Argentina,589,72,13,-87,-9,-4,504
696,2020-03-28,Argentina,690,72,18,-101,0,-5,600
697,2020-03-29,Argentina,745,72,19,-55,0,-1,654
698,2020-03-30,Argentina,820,228,23,-75,-156,-4,569
699,2020-03-31,Argentina,1054,240,27,-234,-12,-4,787
700,2020-04-01,Argentina,1054,248,28,0,-8,-1,778
701,2020-04-02,Argentina,1133,256,36,-79,-8,-8,841
702,2020-04-03,Argentina,1265,266,39,-132,-10,-3,960
703,2020-04-04,Argentina,1451,279,43,-186,-13,-4,1129
704,2020-04-05,Argentina,1451,280,44,0,-1,-1,1127
705,2020-04-06,Argentina,1554,325,48,-103,-45,-4,1181
706,2020-04-07,Argentina,1628,338,56,-74,-13,-8,1234
707,2020-04-08,Argentina,1715,358,63,-87,-20,-7,1294
708,2020-04-09,Argentina,1795,365,72,-80,-7,-9,1358
709,2020-04-10,Argentina,1975,375,82,-180,-10,-10,1518
710,2020-04-11,Argentina,1975,440,83,0,-65,-1,1452
711,2020-04-12,Argentina,2142,468,90,-167,-28,-7,1584
712,2020-04-13,Argentina,2208,515,97,-66,-47,-7,1596
713,2020-04-14,Argentina,2277,559,102,-69,-44,-5,1616
714,2020-04-15,Argentina,2443,596,111,-166,-37,-9,1736
715,2020-04-16,Argentina,2571,631,115,-128,-35,-4,1825
716,2020-04-17,Argentina,2669,666,123,-98,-35,-8,1880
717,2020-04-18,Argentina,2758,685,129,-89,-19,-6,1944
718,2020-04-19,Argentina,2839,709,132,-81,-24,-3,1998
719,2020-04-20,Argentina,2941,737,136,-102,-28,-4,2068
720,2020-04-21,Argentina,3031,840,147,-90,-103,-11,2044
721,2020-04-22,Argentina,3144,872,152,-113,-32,-5,2120
722,2020-04-23,Argentina,3435,919,165,-291,-47,-13,2351
723,2020-04-24,Argentina,3607,976,176,-172,-57,-11,2455
724,2020-04-25,Argentina,3780,1030,185,-173,-54,-9,2565
725,2020-04-26,Argentina,3892,1107,192,-112,-77,-7,2593
726,2020-04-27,Argentina,4003,1140,197,-111,-33,-5,2666
727,2020-04-28,Argentina,4127,1162,207,-124,-22,-10,2758
728,2020-04-29,Argentina,4285,1192,214,-158,-30,-7,2879
729,2020-04-30,Argentina,4428,1256,218,-143,-64,-4,2954
730,2020-05-01,Argentina,4532,1292,225,-104,-36,-7,3015
731,2020-05-02,Argentina,4681,1320,237,-149,-28,-12,3124
732,2020-05-03,Argentina,4783,1354,246,-102,-34,-9,3183
733,2020-05-04,Argentina,4887,1442,260,-104,-88,-14,3185
734,2020-05-05,Argentina,5020,1472,264,-133,-30,-4,3284
736,2020-01-23,Armenia,0,0,0,0,0,0,0
737,2020-01-24,Armenia,0,0,0,0,0,0,0
738,2020-01-25,Armenia,0,0,0,0,0,0,0
739,2020-01-26,Armenia,0,0,0,0,0,0,0
740,2020-01-27,Armenia,0,0,0,0,0,0,0
741,2020-01-28,Armenia,0,0,0,0,0,0,0
742,2020-01-29,Armenia,0,0,0,0,0,0,0
743,2020-01-30,Armenia,0,0,0,0,0,0,0
744,2020-01-31,Armenia,0,0,0,0,0,0,0
745,2020-02-01,Armenia,0,0,0,0,0,0,0
746,2020-02-02,Armenia,0,0,0,0,0,0,0
747,2020-02-03,Armenia,0,0,0,0,0,0,0
748,2020-02-04,Armenia,0,0,0,0,0,0,0
749,2020-02-05,Armenia,0,0,0,0,0,0,0
750,2020-02-06,Armenia,0,0,0,0,0,0,0
751,2020-02-07,Armenia,0,0,0,0,0,0,0
752,2020-02-08,Armenia,0,0,0,0,0,0,0
753,2020-02-09,Armenia,0,0,0,0,0,0,0
754,2020-02-10,Armenia,0,0,0,0,0,0,0
755,2020-02-11,Armenia,0,0,0,0,0,0,0
756,2020-02-12,Armenia,0,0,0,0,0,0,0
757,2020-02-13,Armenia,0,0,0,0,0,0,0
758,2020-02-14,Armenia,0,0,0,0,0,0,0
759,2020-02-15,Armenia,0,0,0,0,0,0,0
760,2020-02-16,Armenia,0,0,0,0,0,0,0
761,2020-02-17,Armenia,0,0,0,0,0,0,0
762,2020-02-18,Armenia,0,0,0,0,0,0,0
763,2020-02-19,Armenia,0,0,0,0,0,0,0
764,2020-02-20,Armenia,0,0,0,0,0,0,0
765,2020-02-21,Armenia,0,0,0,0,0,0,0
766,2020-02-22,Armenia,0,0,0,0,0,0,0
767,2020-02-23,Armenia,0,0,0,0,0,0,0
768,2020-02-24,Armenia,0,0,0,0,0,0,0
769,2020-02-25,Armenia,0,0,0,0,0,0,0
770,2020-02-26,Armenia,0,0,0,0,0,0,0
771,2020-02-27,Armenia,0,0,0,0,0,0,0
772,2020-02-28,Armenia,0,0,0,0,0,0,0
773,2020-02-29,Armenia,0,0,0,0,0,0,0
774,2020-03-01,Armenia,1,0,0,-1,0,0,1
775,2020-03-02,Armenia,1,0,0,0,0,0,1
776,2020-03-03,Armenia,1,0,0,0,0,0,1
777,2020-03-04,Armenia,1,0,0,0,0,0,1
778,2020-03-05,Armenia,1,0,0,0,0,0,1
779,2020-03-06,Armenia,1,0,0,0,0,0,1
780,2020-03-07,Armenia,1,0,0,0,0,0,1
781,2020-03-08,Armenia,1,0,0,0,0,0,1
782,2020-03-09,Armenia,1,0,0,0,0,0,1
783,2020-03-10,Armenia,1,0,0,0,0,0,1
784,2020-03-11,Armenia,1,0,0,0,0,0,1
785,2020-03-12,Armenia,4,0,0,-3,0,0,4
786,2020-03-13,Armenia,8,0,0,-4,0,0,8
787,2020-03-14,Armenia,18,0,0,-10,0,0,18
788,2020-03-15,Armenia,26,0,0,-8,0,0,26
789,2020-03-16,Armenia,52,0,0,-26,0,0,52
790,2020-03-17,Armenia,78,1,0,-26,-1,0,77
791,2020-03-18,Armenia,84,1,0,-6,0,0,83
792,2020-03-19,Armenia,115,1,0,-31,0,0,114
793,2020-03-20,Armenia,136,1,0,-21,0,0,135
794,2020-03-21,Armenia,160,1,0,-24,0,0,159
795,2020-03-22,Armenia,194,2,0,-34,-1,0,192
796,2020-03-23,Armenia,235,2,0,-41,0,0,233
797,2020-03-24,Armenia,249,14,0,-14,-12,0,235
798,2020-03-25,Armenia,265,16,0,-16,-2,0,249
799,2020-03-26,Armenia,290,18,1,-25,-2,-1,271
800,2020-03-27,Armenia,329,28,1,-39,-10,0,300
801,2020-03-28,Armenia,407,30,1,-78,-2,0,376
802,2020-03-29,Armenia,424,30,3,-17,0,-2,391
803,2020-03-30,Armenia,482,30,3,-58,0,0,449
804,2020-03-31,Armenia,532,30,3,-50,0,0,499
805,2020-04-01,Armenia,571,31,4,-39,-1,-1,536
806,2020-04-02,Armenia,663,33,7,-92,-2,-3,623
807,2020-04-03,Armenia,736,43,7,-73,-10,0,686
808,2020-04-04,Armenia,770,43,7,-34,0,0,720
809,2020-04-05,Armenia,822,57,7,-52,-14,0,758
810,2020-04-06,Armenia,833,62,8,-11,-5,-1,763
811,2020-04-07,Armenia,853,87,8,-20,-25,0,758
812,2020-04-08,Armenia,881,114,9,-28,-27,-1,758
813,2020-04-09,Armenia,921,138,10,-40,-24,-1,773
814,2020-04-10,Armenia,937,149,12,-16,-11,-2,776
815,2020-04-11,Armenia,967,173,13,-30,-24,-1,781
816,2020-04-12,Armenia,1013,197,13,-46,-24,0,803
817,2020-04-13,Armenia,1039,211,14,-26,-14,-1,814
818,2020-04-14,Armenia,1067,265,16,-28,-54,-2,786
819,2020-04-15,Armenia,1111,297,17,-44,-32,-1,797
820,2020-04-16,Armenia,1159,358,18,-48,-61,-1,783
821,2020-04-17,Armenia,1201,402,19,-42,-44,-1,780
822,2020-04-18,Armenia,1248,523,20,-47,-121,-1,705
823,2020-04-19,Armenia,1291,545,20,-43,-22,0,726
824,2020-04-20,Armenia,1339,580,22,-48,-35,-2,737
825,2020-04-21,Armenia,1401,609,24,-62,-29,-2,768
826,2020-04-22,Armenia,1473,633,24,-72,-24,0,816
827,2020-04-23,Armenia,1523,659,24,-50,-26,0,840
828,2020-04-24,Armenia,1596,728,27,-73,-69,-3,841
829,2020-04-25,Armenia,1677,803,28,-81,-75,-1,846
830,2020-04-26,Armenia,1746,833,28,-69,-30,0,885
831,2020-04-27,Armenia,1808,848,29,-62,-15,-1,931
832,2020-04-28,Armenia,1867,866,30,-59,-18,-1,971
833,2020-04-29,Armenia,1932,900,30,-65,-34,0,1002
834,2020-04-30,Armenia,2066,929,32,-134,-29,-2,1105
835,2020-05-01,Armenia,2148,977,33,-82,-48,-1,1138
836,2020-05-02,Armenia,2273,1010,33,-125,-33,0,1230
837,2020-05-03,Armenia,2386,1035,35,-113,-25,-2,1316
838,2020-05-04,Armenia,2507,1071,39,-121,-36,-4,1397
839,2020-05-05,Armenia,2619,1111,40,-112,-40,-1,1468
841,2020-01-23,Australia,0,0,0,0,0,0,0
842,2020-01-24,Australia,0,0,0,0,0,0,0
843,2020-01-25,Australia,0,0,0,0,0,0,0
844,2020-01-26,Australia,4,0,0,-4,0,0,4
845,2020-01-27,Australia,5,0,0,-1,0,0,5
846,2020-01-28,Australia,5,0,0,0,0,0,5
847,2020-01-29,Australia,6,0,0,-1,0,0,6
848,2020-01-30,Australia,9,2,0,-3,-2,0,7
849,2020-01-31,Australia,9,2,0,0,0,0,7
850,2020-02-01,Australia,12,2,0,-3,0,0,10
851,2020-02-02,Australia,12,2,0,0,0,0,10
852,2020-02-03,Australia,12,2,0,0,0,0,10
853,2020-02-04,Australia,13,2,0,-1,0,0,11
854,2020-02-05,Australia,13,2,0,0,0,0,11
855,2020-02-06,Australia,14,2,0,-1,0,0,12
856,2020-02-07,Australia,15,2,0,-1,0,0,13
857,2020-02-08,Australia,15,2,0,0,0,0,13
858,2020-02-09,Australia,15,2,0,0,0,0,13
859,2020-02-10,Australia,15,2,0,0,0,0,13
860,2020-02-11,Australia,15,2,0,0,0,0,13
861,2020-02-12,Australia,15,2,0,0,0,0,13
862,2020-02-13,Australia,15,8,0,0,-6,0,7
863,2020-02-14,Australia,15,8,0,0,0,0,7
864,2020-02-15,Australia,15,8,0,0,0,0,7
865,2020-02-16,Australia,15,8,0,0,0,0,7
866,2020-02-17,Australia,15,10,0,0,-2,0,5
867,2020-02-18,Australia,15,10,0,0,0,0,5
868,2020-02-19,Australia,15,10,0,0,0,0,5
869,2020-02-20,Australia,15,10,0,0,0,0,5
870,2020-02-21,Australia,15,11,0,0,-1,0,4
871,2020-02-22,Australia,15,11,0,0,0,0,4
872,2020-02-23,Australia,15,11,0,0,0,0,4
873,2020-02-24,Australia,15,11,0,0,0,0,4
874,2020-02-25,Australia,15,11,0,0,0,0,4
875,2020-02-26,Australia,15,11,0,0,0,0,4
876,2020-02-27,Australia,15,11,0,0,0,0,4
877,2020-02-28,Australia,15,11,0,0,0,0,4
878,2020-02-29,Australia,25,11,0,-10,0,0,14
879,2020-03-01,Australia,27,11,1,-2,0,-1,15
880,2020-03-02,Australia,30,11,1,-3,0,0,18
881,2020-03-03,Australia,39,11,1,-9,0,0,27
882,2020-03-04,Australia,52,11,2,-13,0,-1,39
883,2020-03-05,Australia,55,21,2,-3,-10,0,32
884,2020-03-06,Australia,60,21,2,-5,0,0,37
885,2020-03-07,Australia,63,21,2,-3,0,0,40
886,2020-03-08,Australia,76,21,3,-13,0,-1,52
887,2020-03-09,Australia,91,21,3,-15,0,0,67
888,2020-03-10,Australia,107,21,3,-16,0,0,83
889,2020-03-11,Australia,128,21,3,-21,0,0,104
890,2020-03-12,Australia,128,21,3,0,0,0,104
891,2020-03-13,Australia,200,23,3,-72,-2,0,174
892,2020-03-14,Australia,250,23,3,-50,0,0,224
893,2020-03-15,Australia,297,23,3,-47,0,0,271
894,2020-03-16,Australia,377,23,3,-80,0,0,351
895,2020-03-17,Australia,452,23,5,-75,0,-2,424
896,2020-03-18,Australia,568,23,6,-116,0,-1,539
897,2020-03-19,Australia,681,26,6,-113,-3,0,649
898,2020-03-20,Australia,791,26,7,-110,0,-1,758
899,2020-03-21,Australia,1071,26,7,-280,0,0,1038
900,2020-03-22,Australia,1549,88,7,-478,-62,0,1454
901,2020-03-23,Australia,1682,88,7,-133,0,0,1587
902,2020-03-24,Australia,2044,115,8,-362,-27,-1,1921
903,2020-03-25,Australia,2364,119,8,-320,-4,0,2237
904,2020-03-26,Australia,2810,172,13,-446,-53,-5,2625
905,2020-03-27,Australia,3143,194,13,-333,-22,0,2936
906,2020-03-28,Australia,3640,244,14,-497,-50,-1,3382
907,2020-03-29,Australia,3984,244,16,-344,0,-2,3724
908,2020-03-30,Australia,4361,257,17,-377,-13,-1,4087
909,2020-03-31,Australia,4559,358,18,-198,-101,-1,4183
910,2020-04-01,Australia,4862,422,20,-303,-64,-2,4420
911,2020-04-02,Australia,5116,520,24,-254,-98,-4,4572
912,2020-04-03,Australia,5330,649,28,-214,-129,-4,4653
913,2020-04-04,Australia,5550,701,30,-220,-52,-2,4819
914,2020-04-05,Australia,5687,757,35,-137,-56,-5,4895
915,2020-04-06,Australia,5797,1080,40,-110,-323,-5,4677
916,2020-04-07,Australia,5895,1080,45,-98,0,-5,4770
917,2020-04-08,Australia,6010,1080,50,-115,0,-5,4880
918,2020-04-09,Australia,6108,1472,51,-98,-392,-1,4585
919,2020-04-10,Australia,6215,1793,54,-107,-321,-3,4368
920,2020-04-11,Australia,6303,1806,57,-88,-13,-3,4440
921,2020-04-12,Australia,6315,1806,60,-12,0,-3,4449
922,2020-04-13,Australia,6351,1806,61,-36,0,-1,4484
923,2020-04-14,Australia,6415,2186,62,-64,-380,-1,4167
924,2020-04-15,Australia,6440,2186,63,-25,0,-1,4191
925,2020-04-16,Australia,6462,2355,63,-22,-169,0,4044
926,2020-04-17,Australia,6522,3808,66,-60,-1453,-3,2648
927,2020-04-18,Australia,6568,4124,67,-46,-316,-1,2377
928,2020-04-19,Australia,6610,4124,67,-42,0,0,2419
929,2020-04-20,Australia,6623,4291,67,-13,-167,0,2265
930,2020-04-21,Australia,6645,4695,67,-22,-404,0,1883
931,2020-04-22,Australia,6652,4932,67,-7,-237,0,1653
932,2020-04-23,Australia,6662,5047,75,-10,-115,-8,1540
933,2020-04-24,Australia,6677,5136,79,-15,-89,-4,1462
934,2020-04-25,Australia,6694,5376,80,-17,-240,-1,1238
935,2020-04-26,Australia,6714,5541,83,-20,-165,-3,1090
936,2020-04-27,Australia,6721,5588,83,-7,-47,0,1050
937,2020-04-28,Australia,6744,5665,89,-23,-77,-6,990
938,2020-04-29,Australia,6752,5715,91,-8,-50,-2,946
939,2020-04-30,Australia,6766,5742,93,-14,-27,-2,931
940,2020-05-01,Australia,6778,5775,93,-12,-33,0,910
